file,line,raw,px,inScale,context
src/games/AptitudeSuite/components/PercentileGauge.jsx,89,12px,12,yes,"fontSize: '12px',"
src/games/AptitudeSuite/components/RevealAnswer.jsx,16,13px,13,no,"fontSize: '13px',"
src/games/AptitudeSuite/components/RevealAnswer.jsx,24,2.5rem,40,no,"fontSize: '2.5rem',"
src/games/AptitudeSuite/components/SessionComplete.jsx,25,2.25rem,36,yes,"fontSize: '2.25rem',"
src/games/AptitudeSuite/components/SessionComplete.jsx,34,15px,15,no,"fontSize: '15px',"
src/games/AptitudeSuite/components/SessionComplete.jsx,72,18px,18,no,"fontSize: '18px',"
src/games/AptitudeSuite/components/SessionComplete.jsx,76,12px,12,yes,"{score} <span style={{ fontSize: '12px', color: 'var(--tx3)' }}>{unit}</span>"
src/games/AptitudeSuite/components/SessionComplete.jsx,80,12px,12,yes,"fontSize: '12px',"
src/games/AptitudeSuite/components/SessionComplete.jsx,93,13px,13,no,"fontSize: '13px',"
src/games/AptitudeSuite/components/SessionTimer.jsx,12,1.5rem,24,no,"fontSize: '1.5rem',"
src/games/AptitudeSuite/components/WordProbeBox.jsx,18,18px,18,no,"fontSize: '18px',"
src/games/AptitudeSuite/components/WordProbeBox.jsx,71,13px,13,no,"fontSize: '13px',"
src/games/AptitudeSuite/components/WordProbeBox.jsx,129,16px,16,yes,"fontSize: '16px',"
src/games/AptitudeSuite/components/WordProbeBox.jsx,152,14px,14,yes,"fontSize: '14px',"
src/games/AptitudeSuite/components/WordProbeBox.jsx,163,13px,13,no,"fontSize: '13px',"
src/games/BreathBelt/BreathBelt.jsx,350,var(--fs-body),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/BreathBelt.jsx,366,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,390,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 420 }}>"
src/games/BreathBelt/BreathBelt.jsx,393,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 420 }}>"
src/games/BreathBelt/BreathBelt.jsx,412,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,419,var(--fs-body-sm),,no,"<label style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx2)' }}>"
src/games/BreathBelt/BreathBelt.jsx,427,var(--fs-mono-md),,no,"fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-md)',"
src/games/BreathBelt/BreathBelt.jsx,437,var(--fs-body-sm),,no,"<p style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx3)', margin: 0 }}>"
src/games/BreathBelt/BreathBelt.jsx,472,var(--fs-body-sm),,no,"<label style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx2)' }}>"
src/games/BreathBelt/BreathBelt.jsx,477,var(--fs-mono-md),,no,"fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-md)',"
src/games/BreathBelt/BreathBelt.jsx,492,var(--fs-mono-md),,no,"fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-md)',"
src/games/BreathBelt/BreathBelt.jsx,500,var(--fs-body-sm),,no,"<p style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx3)', margin: 0 }}>"
src/games/BreathBelt/BreathBelt.jsx,507,var(--fs-body-sm),,no,"<label style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx2)' }}>"
src/games/BreathBelt/BreathBelt.jsx,514,var(--fs-mono-md),,no,"fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-md)',"
src/games/BreathBelt/BreathBelt.jsx,520,var(--fs-body-sm),,no,"<p style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx3)', margin: 0 }}>"
src/games/BreathBelt/BreathBelt.jsx,525,var(--fs-body-sm),,no,"<p style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', color: 'var(--tx3)', margin: 0 }}>"
src/games/BreathBelt/BreathBelt.jsx,578,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,584,var(--fs-body),,no,"<p className=""text-center"" style={{ color: '#c0392b', fontSize: 'var(--fs-body)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,587,var(--fs-body-sm),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,656,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 400 }}>"
src/games/BreathBelt/BreathBelt.jsx,718,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', maxWidth: 420 }}>"
src/games/BreathBelt/BreathBelt.jsx,816,22,22,no,"<h1 style={{ fontFamily: 'DM Serif Display', fontSize: 22, color: 'var(--tx)' }}>"
src/games/BreathBelt/BreathBelt.jsx,839,var(--fs-body-sm),,no,"fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)', fontWeight: 600,"
src/games/BreathBelt/BreathBelt.jsx,852,20,20,yes,"<h2 style={{ fontFamily: 'DM Serif Display', fontSize: 20, color: 'var(--tx)' }}>{title}</h2>"
src/games/BreathBelt/BreathBelt.jsx,862,var(--fs-body),,no,"fontFamily: 'DM Sans', fontSize: 'var(--fs-body)', fontWeight: 600,"
src/games/BreathBelt/BreathBelt.jsx,878,var(--fs-body-sm),,no,"<p style={{ color: '#c0392b', fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/BreathBeltDemo.jsx,471,18,18,no,"<p style={{ ...D.body, fontSize: 18 }}>"
src/games/BreathBelt/BreathBeltDemo.jsx,484,13,13,no,"<p style={{ ...D.body, fontSize: 13, color: 'var(--tx3)', maxWidth: 480 }}>"
src/games/BreathBelt/BreathBeltDemo.jsx,624,18,18,no,"brand: { fontFamily: '""DM Serif Display"",Georgia,serif', fontSize: 18, color: 'var(--tx)' },"
src/games/BreathBelt/BreathBeltDemo.jsx,626,10,10,no,"fontFamily: '""Space Mono"",monospace', fontSize: 10, letterSpacing: '0.1em',"
src/games/BreathBelt/BreathBeltDemo.jsx,634,30,30,no,"h1: { fontFamily: '""DM Serif Display"",Georgia,serif', fontSize: 30, fontWeight: 400, color: 'var(--tx)', margin: 0, textAlign: 'center' },"
src/games/BreathBelt/BreathBeltDemo.jsx,635,22,22,no,"h2: { fontFamily: '""DM Serif Display"",Georgia,serif', fontSize: 22, fontWeight: 400, color: 'var(--tx)', margin: 0, textAlign: 'center' },"
src/games/BreathBelt/BreathBeltDemo.jsx,636,15,15,no,"body: { fontSize: 15, color: 'var(--tx2)', lineHeight: 1.6, textAlign: 'center', margin: 0, maxWidth: 440 },"
src/games/BreathBelt/BreathBeltDemo.jsx,637,14,14,yes,"steps: { fontSize: 14, color: 'var(--tx2)', lineHeight: 1.9, margin: 0, paddingLeft: 22, alignSelf: 'center' },"
src/games/BreathBelt/BreathBeltDemo.jsx,638,13,13,no,"err: { fontSize: 13, color: '#e04', margin: 0 },"
src/games/BreathBelt/BreathBeltDemo.jsx,641,15,15,no,"padding: '13px 32px', fontSize: 15, fontWeight: 500,"
src/games/BreathBelt/BreathBeltDemo.jsx,646,15,15,no,"border: '1px solid var(--bds, var(--bd))', fontSize: 15, cursor: 'pointer',"
src/games/BreathBelt/BreathBeltDemo.jsx,649,14,14,yes,"rateLabel: { fontSize: 14, color: 'var(--tx2)', textAlign: 'center', margin: '0 0 10px' },"
src/games/BreathBelt/BreathBeltDemo.jsx,655,9,9,no,"chipLabel: { fontFamily: '""Space Mono"",monospace', fontSize: 9, textTransform: 'uppercase', letterSpacing: '0.08em', color: 'var(--tx3)' },"
src/games/BreathBelt/BreathBeltDemo.jsx,656,17,17,no,"chipValue: { fontSize: 17, fontWeight: 600, color: 'var(--tx)' },"
src/games/BreathBelt/BreathBeltDemo.jsx,657,11,11,no,"legend: { fontFamily: '""Space Mono"",monospace', fontSize: 11, color: 'var(--tx3)', margin: 0, whiteSpace: 'pre' },"
src/games/BreathBelt/BreathBeltDemo.jsx,659,11,11,no,"summaryHead: { fontFamily: '""Space Mono"",monospace', fontSize: 11, textTransform: 'uppercase', letterSpacing: '0.06em', color: 'var(--pkd)',"
src/games/BreathBelt/BreathBeltDemo.jsx,660,14,14,yes,"summaryLine: { fontSize: 14, color: 'var(--tx)', margin: '0 0 6px', lineHeight: 1.5 },"
src/games/BreathBelt/components/BaselineScreen.jsx,103,var(--fs-body),,no,"<p style={{ color: 'var(--tx)', fontSize: 'var(--fs-body)', marginBottom: 8, fontWeight: 600 }}>"
src/games/BreathBelt/components/BaselineScreen.jsx,106,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/BaselineScreen.jsx,112,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/BaselineScreen.jsx,121,var(--fs-body-sm),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/BaselineScreen.jsx,128,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/BaselineScreen.jsx,148,var(--fs-mono-md),,no,"<span style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-md)', color: 'var(--tx2)' }}>"
src/games/BreathBelt/components/BrowserWarning.jsx,13,40,40,no,"<div style={{ fontSize: 40, marginBottom: 16 }}>🌐</div>"
src/games/BreathBelt/components/BrowserWarning.jsx,16,24,24,no,"style={{ fontFamily: 'DM Serif Display', fontSize: 24, color: 'var(--tx)' }}"
src/games/BreathBelt/components/BrowserWarning.jsx,20,var(--fs-body),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', marginBottom: 16 }}>"
src/games/BreathBelt/components/BrowserWarning.jsx,24,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx3)', fontSize: 'var(--fs-body-sm)', fontFamily: 'Space Mono' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,111,var(--fs-body-sm),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,118,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,121,var(--fs-body-sm),,no,"<span style={{ color: 'var(--tx3)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,138,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,168,var(--fs-body),,no,"<p style={{ color: 'var(--tx)', fontSize: 'var(--fs-body)', marginBottom: 8 }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,172,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,180,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}"
src/games/BreathBelt/components/CalibrationScreen.jsx,191,var(--fs-body),,no,"<p className=""text-center"" style={{ color: '#c0392b', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,194,var(--fs-body-sm),,no,"<span style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>"
src/games/BreathBelt/components/CalibrationScreen.jsx,201,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}"
src/games/BreathBelt/components/CalibReviewPanel.jsx,38,20,20,yes,"<h3 style={{ fontFamily: 'DM Serif Display', fontSize: 20, color: 'var(--tx)', margin: 0 }}>"
src/games/BreathBelt/components/CalibReviewPanel.jsx,43,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx3)', fontSize: 'var(--fs-body-sm)', margin: 0 }}>"
src/games/BreathBelt/components/CalibReviewPanel.jsx,59,var(--fs-body-sm),,no,"style={{ fontFamily: 'DM Sans', fontSize: 'var(--fs-body-sm)' }}"
src/games/BreathBelt/components/CalibReviewPanel.jsx,81,var(--fs-body-sm),,no,"<p style={{ color: '#e74c3c', fontSize: 'var(--fs-body-sm)', margin: 0, textAlign: 'center' }}>"
src/games/BreathBelt/components/CalibReviewPanel.jsx,95,var(--fs-body),,no,"fontSize:   'var(--fs-body)',"
src/games/BreathBelt/components/CalibReviewPanel.jsx,110,var(--fs-body),,no,"fontSize:     'var(--fs-body)',"
src/games/BreathBelt/components/FixedTrialsScreen.jsx,143,var(--fs-mono-sm),,no,"<p style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-sm)', color: 'var(--tx3)' }}>"
src/games/BreathBelt/components/FixedTrialsScreen.jsx,149,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/FixedTrialsScreen.jsx,155,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}"
src/games/BreathBelt/components/FixedTrialsScreen.jsx,163,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/Phase2ReviewScreen.jsx,17,22,22,no,"<h2 style={{ fontFamily: 'DM Serif Display', fontSize: 22, color: 'var(--tx)', margin: 0 }}>"
src/games/BreathBelt/components/Phase2ReviewScreen.jsx,20,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)', margin: 0 }}>"
src/games/BreathBelt/components/Phase2ReviewScreen.jsx,47,0.62rem,9.92,no,"<span style={{ fontFamily: 'Space Mono', fontSize: '0.62rem', color: '#555' }}>"
src/games/BreathBelt/components/Phase2ReviewScreen.jsx,50,0.62rem,9.92,no,"<span style={{ fontFamily: 'Space Mono', fontSize: '0.62rem', color: CONDITION_COLORS[g.condition] ?? '#555' }}>"
src/games/BreathBelt/components/Phase2ReviewScreen.jsx,70,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}"
src/games/BreathBelt/components/SessionComplete.jsx,17,40,40,no,"<div style={{ fontSize: 40, marginBottom: 16 }}>✓</div>"
src/games/BreathBelt/components/SessionComplete.jsx,19,24,24,no,"style={{ fontFamily: 'DM Serif Display', fontSize: 24, color: 'var(--tx)' }}>"
src/games/BreathBelt/components/SessionComplete.jsx,22,var(--fs-body),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)', marginBottom: 24 }}>"
src/games/BreathBelt/components/SessionComplete.jsx,30,var(--fs-mono-sm),,no,"<p style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-sm)',"
src/games/BreathBelt/components/SessionComplete.jsx,43,var(--fs-mono-sm),,no,"<p style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-sm)',"
src/games/BreathBelt/components/SessionComplete.jsx,54,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/SessionComplete.jsx,65,var(--fs-body-sm),,no,"<span style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>{label}</span>"
src/games/BreathBelt/components/SessionComplete.jsx,66,var(--fs-mono-sm),,no,"<span style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-sm)', color: 'var(--tx)' }}>"
src/games/BreathBelt/components/SessionComplete.jsx,76,var(--fs-body-sm),,no,"<span style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)' }}>{label}</span>"
src/games/BreathBelt/components/SessionComplete.jsx,77,var(--fs-mono-sm),,no,"<span style={{ fontFamily: 'Space Mono', fontSize: 'var(--fs-mono-sm)', color: 'var(--tx)' }}>"
src/games/BreathBelt/components/SignalGraph.jsx,29,0.7rem,11.2,no,"<span style={{ color: '#444', fontSize: '0.7rem' }}>No data</span>"
src/games/BreathBelt/components/SignalGraph.jsx,64,0.68rem,10.88,no,"<span style={{ fontSize: '0.68rem', color: '#666' }}>{label}</span>"
src/games/BreathBelt/components/SignalGraph.jsx,79,8,8,no,"<text x={x} y={PAD + 8} fill=""#ffffff"" fontSize=""8"" textAnchor=""middle"" opacity=""0.7"">{i + 1}</text>"
src/games/BreathBelt/components/SignalGraph.jsx,85,0.68rem,10.88,no,"<span style={{ fontSize: '0.68rem', color: scoreColor }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,172,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,176,var(--fs-body),,no,"style={{ background: 'var(--pk)', color: '#fff', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,183,var(--fs-body),,no,"<p className=""text-center"" style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,190,var(--fs-body),,no,"<p className=""text-center font-medium"" style={{ color: 'var(--tx)', fontSize: 'var(--fs-body)' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,203,var(--fs-body),,no,"border: '1px solid var(--bds)', fontSize: 'var(--fs-body)', minWidth: 80,"
src/games/BreathBelt/components/StaircaseScreen.jsx,210,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)', marginBottom: 8, textAlign: 'center' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,216,var(--fs-body-sm),,no,"<p style={{ color: 'var(--tx2)', fontSize: 'var(--fs-body-sm)', marginBottom: 8, textAlign: 'center' }}>"
src/games/BreathBelt/components/StaircaseScreen.jsx,226,var(--fs-body),,no,"fontSize: 'var(--fs-body)', cursor: canSubmit ? 'pointer' : 'default',"
src/games/BreathBelt/components/SynchronyBar.jsx,51,0.68rem,10.88,no,"<span style={{ fontSize: '0.68rem', color: '#999', whiteSpace: 'nowrap' }}>"
src/games/BreathBelt/components/TrialSyncOverlay.jsx,68,0.68rem,10.88,no,"<span style={{ fontFamily: 'Space Mono', fontSize: '0.68rem', color: '#666' }}>"
src/games/BreathBelt/components/TrialSyncOverlay.jsx,76,0.65rem,10.4,no,"<span style={{ fontSize: '0.65rem', color: '#3498db' }}>● pacer</span>"
src/games/BreathBelt/components/TrialSyncOverlay.jsx,77,0.65rem,10.4,no,"<span style={{ fontSize: '0.65rem', color: '#e67e22' }}>● belt</span>"
src/games/BreathBelt/components/TrialSyncOverlay.jsx,129,0.65rem,10.4,no,"<span style={{ fontFamily: 'Space Mono', fontSize: '0.65rem', color: '#555' }}>{label}</span>"
src/games/BreathBelt/components/TrialSyncOverlay.jsx,130,0.65rem,10.4,no,"<strong style={{ fontFamily: 'Space Mono', fontSize: '0.65rem', color }}>{value}</strong>"
src/games/BreathBelt/PacerOpenerDemo.jsx,221,clamp(28px,,no,"title:    { fontFamily: '""DM Serif Display"",Georgia,serif', fontSize: 'clamp(28px, 5vw, 52px)', fontWeight: 400, color: 'var(--tx)', margin:"
src/games/BreathBelt/PacerOpenerDemo.jsx,222,clamp(26px,,no,"pollQ:    { fontFamily: '""DM Serif Display"",Georgia,serif', fontSize: 'clamp(26px, 4.5vw, 48px)', fontWeight: 400, color: 'var(--tx)', margi"
src/games/BreathBelt/PacerOpenerDemo.jsx,223,clamp(16px,,no,"sub:      { fontSize: 'clamp(16px, 2vw, 22px)', color: 'var(--tx2)', margin: 0, lineHeight: 1.5 },"
src/games/BreathBelt/PacerOpenerDemo.jsx,224,clamp(18px,,no,"runCue:   { fontSize: 'clamp(18px, 2.4vw, 26px)', color: 'var(--tx2)', margin: 0, background: 'rgba(255,255,255,0.55)', padding: '8px 20px',"
src/games/BreathBelt/PacerOpenerDemo.jsx,225,13,13,no,"pollCount:{ fontFamily: '""Space Mono"",monospace', fontSize: 13, letterSpacing: '0.1em', color: 'var(--tx3)', textTransform: 'uppercase', mar"
src/games/BreathBelt/PacerOpenerDemo.jsx,227,clamp(18px,,no,"opt:      { fontSize: 'clamp(18px, 2.6vw, 30px)', fontWeight: 500, color: 'var(--pk)', background: '#fff', border: '1.5px solid var(--pkb, #"
src/games/BreathBelt/PacerOpenerDemo.jsx,228,14,14,yes,"showHands:{ fontFamily: '""Space Mono"",monospace', fontSize: 14, color: 'var(--tx3)', margin: 0, letterSpacing: '0.06em' },"
src/games/BreathBelt/PacerOpenerDemo.jsx,229,clamp(14px,,no,"revealHint:{ fontSize: 'clamp(14px, 1.8vw, 18px)', color: 'var(--tx3)', margin: 0 },"
src/games/BreathBelt/PacerOpenerDemo.jsx,232,clamp(16px,,no,"fontSize: 'clamp(16px, 2vw, 20px)', fontWeight: 500, cursor: 'pointer',"
src/games/BreathBelt/PacerOpenerDemo.jsx,238,12,12,yes,"fontFamily: '""Space Mono"",monospace', fontSize: 12, color: 'var(--tx3)',"
src/games/ColorMax/ColorMax.css,33,15px,15,no,font-size: 15px;
src/games/ColorMax/ColorMax.css,44,34px,34,no,font-size: 34px;
src/games/ColorMax/ColorMax.css,50,15px,15,no,font-size: 15px;
src/games/ColorMax/ColorMax.css,57,14px,14,yes,font-size: 14px;
src/games/ColorMax/ColorMax.css,73,16px,16,yes,font-size: 16px;
src/games/ColorMax/ColorMax.css,94,20px,20,yes,font-size: 20px;
src/games/ColorMax/ColorMax.css,109,12px,12,yes,font-size: 12px;
src/games/ColorMax/ColorMax.css,120,10px,10,no,font-size: 10px;
src/games/ColorMax/ColorMax.css,157,11px,11,no,font-size: 11px;
src/games/ColorMax/ColorMax.css,181,12px,12,yes,font-size: 12px;
src/games/ColorMax/ColorMax.css,225,28px,28,yes,font-size: 28px;
src/games/ColorMax/ColorMax.css,232,14px,14,yes,font-size: 14px;
src/games/ColorMax/ColorMax.css,239,15px,15,no,font-size: 15px;
src/games/ColorMax/ColorMax.css,259,22px,22,no,font-size: 22px;
src/games/ColorMax/ColorMax.css,266,12px,12,yes,font-size: 12px;
src/games/ColorMax/ColorMax.css,277,12px,12,yes,font-size: 12px;
src/games/ColorMax/ColorMax.css,285,13px,13,no,font-size: 13px;
src/games/ColorMax/ColorMax.css,302,13px,13,no,font-size: 13px;
src/games/ColorMax/ColorMax.css,320,11px,11,no,font-size: 11px;
src/games/Drift/Drift.jsx,159,12,12,yes,"<div style={{ background: '#F4E0F0', borderRadius: '50%', width: 28, height: 28, display: 'flex', alignItems: 'center', justifyContent: 'cen"
src/games/Drift/Drift.jsx,161,13,13,no,"<div style={{ fontSize: 13, fontWeight: 500, color: '#1c1c1e', marginBottom: 2 }}>{title}</div>"
src/games/Drift/Drift.jsx,162,12,12,yes,"<div style={{ fontSize: 12, color: '#888', lineHeight: 1.5 }}>{body}</div>"
src/games/Drift/Drift.jsx,247,13,13,no,"fontFamily: 'Space Mono,monospace', fontSize: 13, letterSpacing: '0.04em',"
src/games/Drift/Drift.jsx,286,24,24,no,"<p style={{ fontFamily: 'DM Serif Display,serif', fontSize: 24, color: labelColor, margin: 0 }}>{label}</p>"
src/games/Drift/Drift.jsx,293,11,11,no,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 11, color: '#bbb', textTransform: 'uppercase', letterSpacing: '0.08em' }}>Targe"
src/games/Drift/Drift.jsx,294,12,12,yes,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#888' }}>{(targetMs / 1000).toFixed(1)}s</span>"
src/games/Drift/Drift.jsx,303,11,11,no,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 11, color: '#f068a4', textTransform: 'uppercase', letterSpacing: '0.08em' }}>Yo"
src/games/Drift/Drift.jsx,304,12,12,yes,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#f068a4' }}>{(reproducedMs / 1000).toFixed(1)}s</span>"
src/games/Drift/Drift.jsx,310,13,13,no,"<div style={{ textAlign: 'center', marginTop: 14, fontFamily: 'Space Mono,monospace', fontSize: 13, color: '#abadb0' }}>"
src/games/Drift/Drift.jsx,345,12,12,yes,"<div style={{ fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#ccc', width: 20, flexShrink: 0 }}>{i + 1}</div>"
src/games/Drift/Drift.jsx,346,13,13,no,"<div style={{ flex: 1, fontSize: 13, color: '#666' }}>"
src/games/Drift/Drift.jsx,348,12,12,yes,"<span style={{ color: '#bbb', fontSize: 12 }}> · {r.emotionName}</span>"
src/games/Drift/Drift.jsx,350,12,12,yes,"<div style={{ fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#bbb', width: 40, textAlign: 'right' }}>"
src/games/Drift/Drift.jsx,353,13,13,no,"<div style={{ fontFamily: 'Space Mono,monospace', fontSize: 13, fontWeight: 700, color, width: 40, textAlign: 'right' }}>"
src/games/Drift/Drift.jsx,360,11,11,no,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 11, color: '#bbb', textTransform: 'uppercase', letterSpacing: '0.08em' }}>Mean "
src/games/Drift/Drift.jsx,361,13,13,no,"<span style={{ fontFamily: 'Space Mono,monospace', fontSize: 13, color: '#888' }}>{meanErrSec.toFixed(1)}s</span>"
src/games/Drift/Drift.jsx,570,12,12,yes,"eyebrow:    { fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#abadb0', letterSpacing: '0.12em', textTransform: 'uppercase', margi"
src/games/Drift/Drift.jsx,571,28,28,yes,"h1:         { fontFamily: 'DM Serif Display,serif', fontSize: 28, color: '#1c1c1e', fontWeight: 400, margin: '0 0 8px' },"
src/games/Drift/Drift.jsx,572,13,13,no,"sub:        { color: '#888', fontSize: 13, marginBottom: 28, lineHeight: 1.6 },"
src/games/Drift/Drift.jsx,574,22,22,no,"phase:      { fontFamily: 'DM Serif Display,serif', fontSize: 22, color: '#1c1c1e', fontWeight: 400, margin: 0 },"
src/games/Drift/Drift.jsx,576,12,12,yes,"hint:       { fontFamily: 'Space Mono,monospace', fontSize: 12, color: '#C8B0BC', letterSpacing: '0.08em', textAlign: 'center', margin: 0 },"
src/games/Drift/Drift.jsx,577,15,15,no,"btnPrimary: { background: '#f068a4', color: 'white', border: 'none', borderRadius: 12, padding: 14, fontFamily: 'DM Sans,sans-serif', fontSi"
src/games/Drift/Drift.jsx,578,13,13,no,"btnOutline: { background: 'white', color: '#f068a4', border: '1.5px solid #f068a4', borderRadius: 12, padding: 11, fontFamily: 'DM Sans,sans"
src/games/EbbAndFlow/components/ContinuePrompt.jsx,39,12,12,yes,"eyebrow:   { fontFamily: MONO, fontSize: 12, letterSpacing: '0.14em', textTransform: 'uppercase', color: 'var(--pk)', margin: '0 0 8px' },"
src/games/EbbAndFlow/components/ContinuePrompt.jsx,40,34,34,no,"title:     { fontFamily: SERIF, fontSize: 34, color: 'var(--tx)', margin: '0 0 12px' },"
